time,x,y,pressure,touching
91458.09999999404,357.5,72.3812484741211,1.309999942779541,1
91462.29999999702,357.5,72.3812484741211,1.2999999523162842,1
91535.29999999702,357.4489440917969,70.17341613769531,1.4199999570846558,1
91552.29999999702,357.1977233886719,69.57501220703125,1.4499999284744263,1
91618.29999999702,347.2850646972656,82.29719543457031,1.350000023841858,1
91635.29999999702,341.2530822753906,91.0026626586914,1.3799999952316284,1
91652.29999999702,335.85693359375,102.5550537109375,1.3799999952316284,1
91668.29999999702,327.8580017089844,117.6626968383789,1.309999942779541,1
91685.29999999702,320.72021484375,128.880126953125,1.3700000047683716,1
91701.29999999702,312.78125,145.05210876464844,1.399999976158142,1
91718.29999999702,303.53033447265625,162.285400390625,1.3299999237060547,1
91735.29999999702,296.69268798828125,179.2257843017578,1.3399999141693115,1
91751.29999999702,286.95269775390625,197.6786651611328,1.350000023841858,1
91768.29999999702,280.0743713378906,214.9157257080078,1.3700000047683716,1
91785.29999999702,272.345458984375,231.1903839111328,1.3399999141693115,1
91801.29999999702,265.000732421875,245.954345703125,1.3600000143051147,1
91818.29999999702,259.99029541015625,257.8890075683594,1.3799999952316284,1
91835.29999999702,251.46446228027344,271.93035888671875,1.399999976158142,1
91851.29999999702,247.0953369140625,280.04522705078125,1.2400000095367432,1
91868.29999999702,243.51622009277344,289.0433044433594,1.4199999570846558,1
91885.29999999702,241.70938110351562,293.5752868652344,1.3700000047683716,1
91901.29999999702,240.53575134277344,296.322265625,1.3799999952316284,1
91918.29999999702,240.19749450683594,297.18890380859375,1.3399999141693115,1
91935.59999999404,240.1999969482422,297.1812438964844,0.5,0
92429.89999999851,360.1000671386719,78.78125,1.3199999332427979,1
92436.29999999702,360.1000671386719,78.78125,1.3199999332427979,1
92469.29999999702,363.008544921875,79.21382141113281,1.2400000095367432,1
92518.29999999702,367.2870788574219,83.5120849609375,1.2400000095367432,1
92535.29999999702,370.8522644042969,88.9559326171875,1.2400000095367432,1
92551.29999999702,373.8271179199219,93.88885498046875,1.1699999570846558,1
92568.29999999702,378.9867858886719,102.5931625366211,1.25,1
92585.29999999702,384.43951416015625,109.5628433227539,1.2599999904632568,1
92601.29999999702,389.56719970703125,119.37505340576172,1.2300000190734863,1
92618.29999999702,396.05157470703125,128.5709686279297,1.2200000286102295,1
92635.29999999702,404.2868347167969,141.63743591308594,1.2799999713897705,1
92651.29999999702,409.7248229980469,150.78831481933594,1.1100000143051147,1
92668.29999999702,418.338623046875,163.666015625,1.2999999523162842,1
92684.29999999702,425.44879150390625,176.686279296875,1.2699999809265137,1
92701.29999999702,433.5199890136719,189.2007293701172,1.1299999952316284,1
92718.29999999702,440.90142822265625,201.3004608154297,1.2799999713897705,1
92735.29999999702,446.6774597167969,215.019287109375,1.2799999713897705,1
92751.29999999702,454.31524658203125,228.3834686279297,1.209999918937683,1
92768.29999999702,459.8420104980469,237.5525360107422,1.2799999713897705,1
92785.29999999702,464.1377868652344,247.6201629638672,1.2699999809265137,1
92801.29999999702,466.66998291015625,255.6911163330078,1.2799999713897705,1
92818.29999999702,471.4169616699219,263.2767028808594,1.1299999952316284,1
92835.29999999702,475.7568054199219,271.06024169921875,1.2799999713897705,1
92851.29999999702,477.78741455078125,274.8935241699219,1.2999999523162842,1
92868.29999999702,479.2510681152344,277.63348388671875,1.2799999713897705,1
92885.39999999851,479.70001220703125,278.8312683105469,1.1299999952316284,1
92893.79999999702,479.70001220703125,278.8312683105469,0.5,0
93379.89999999851,305.8000183105469,191.43125915527344,1.0699999332427979,1
93386.29999999702,306.44976806640625,191.43125915527344,1.0299999713897705,1
93395.29999999702,310.8307800292969,191.43125915527344,1.0799999237060547,1
93410.29999999702,318.06793212890625,191.43125915527344,1.090000033378601,1
93419.29999999702,342.1148986816406,191.43125915527344,1.1200000047683716,1
93451.29999999702,358.67431640625,191.43125915527344,1.1100000143051147,1
93468.29999999702,372.3195495605469,191.43125915527344,1.0299999713897705,1
93485.29999999702,386.2848815917969,190.975830078125,1.159999966621399,1
93501.29999999702,403.5497741699219,190.9812469482422,1.5,1
93518.29999999702,419.9784851074219,190.76548767089844,1.1999999284744263,1
93535.29999999702,433.3969421386719,191.1606903076172,1.149999976158142,1
93551.29999999702,444.2079772949219,195.3072967529297,0.8299999833106995,1
93568.69999999553,443.8999938964844,195.2312469482422,0.5,0
