time,x,y,pressure,touching
370740.19999999553,400.70001220703125,100.1312484741211,1.2699999809265137,1
370745.299999997,400.70001220703125,100.1312484741211,1.149999976158142,1
370770.299999997,383.646728515625,107.9645004272461,1.2699999809265137,1
370820.299999997,373.38800048828125,111.7324447631836,1.25,1
370845.299999997,364.1830749511719,118.8243637084961,1.2400000095367432,1
370861.299999997,354.8122253417969,124.78999328613281,1.350000023841858,1
370878.299999997,345.58038330078125,131.2959747314453,1.2999999523162842,1
370895.299999997,336.48046875,140.1930389404297,1.2599999904632568,1
370911.299999997,328.6361389160156,147.762939453125,1.1999999284744263,1
370928.299999997,322.2817077636719,157.2257537841797,1.2699999809265137,1
370945.299999997,318.9872131347656,164.5087432861328,1.2699999809265137,1
370961.299999997,315.973876953125,176.84251403808594,1.2799999713897705,1
370978.299999997,313.8227233886719,185.7106170654297,1.3199999332427979,1
370995.299999997,312.6654968261719,196.0709991455078,1.3700000047683716,1
371011.299999997,312.70001220703125,208.7686309814453,1.2400000095367432,1
371028.299999997,313.725341796875,218.76171875,1.3299999237060547,1
371045.299999997,315.0392761230469,232.4833221435547,1.3399999141693115,1
371061.299999997,316.1232604980469,241.23008728027344,1.4399999380111694,1
371078.299999997,317.8665466308594,253.00889587402344,1.350000023841858,1
371095.299999997,320.2547912597656,265.581787109375,1.2699999809265137,1
371111.299999997,323.9499206542969,275.51275634765625,1.3799999952316284,1
371128.299999997,329.4560546875,286.8492126464844,1.3600000143051147,1
371145.299999997,332.2765197753906,292.4201354980469,1.3799999952316284,1
371161.299999997,335.7083435058594,298.17950439453125,1.3700000047683716,1
371178.299999997,343.58453369140625,307.11798095703125,1.3600000143051147,1
371195.299999997,349.0215759277344,312.13336181640625,1.3600000143051147,1
371211.299999997,354.9071960449219,315.7496032714844,1.3899999856948853,1
371228.299999997,364.1503601074219,319.46417236328125,1.4199999570846558,1
371245.299999997,372.4008483886719,323.7708435058594,1.3700000047683716,1
371261.299999997,380.8282165527344,327.3611755371094,1.3299999237060547,1
371278.299999997,386.65924072265625,329.1142272949219,1.3600000143051147,1
371295.299999997,394.90972900390625,330.1145935058594,1.350000023841858,1
371311.299999997,401.892578125,330.4335021972656,1.399999976158142,1
371328.299999997,407.5685729980469,330.53125,1.409999966621399,1
371345.299999997,416.1872253417969,330.53125,1.3199999332427979,1
371361.299999997,423.3778991699219,328.02197265625,1.4399999380111694,1
371378.299999997,432.173828125,324.8100280761719,1.3399999141693115,1
371395.299999997,439.7836608886719,321.50518798828125,1.399999976158142,1
371411.299999997,445.66192626953125,319.5816345214844,1.5099999904632568,1
371428.299999997,454.4191589355469,317.2841796875,1.4299999475479126,1
371445.299999997,459.50909423828125,315.94671630859375,1.3899999856948853,1
371461.299999997,464.4190368652344,314.394287109375,1.4199999570846558,1
371478.299999997,470.3472595214844,312.80694580078125,1.3299999237060547,1
371495.299999997,474.15234375,311.547119140625,1.309999942779541,1
371511.299999997,477.0736999511719,309.3075866699219,1.309999942779541,1
371528.299999997,478.89508056640625,306.71722412109375,1.3299999237060547,1
371545.299999997,480.34210205078125,304.72515869140625,1.3600000143051147,1
371562.299999997,480.95001220703125,303.9312438964844,1.2999999523162842,1
371570.69999999553,480.95001220703125,303.9312438964844,0.5,0
