time,x,y,pressure,touching
287387,358.6499938964844,63.83124923706055,1.0199999809265137,1
287393.299999997,358.6499938964844,65.046142578125,0.9599999785423279,1
287401.299999997,358.6499938964844,75.5334701538086,0.9799999594688416,1
287417.299999997,358.6499938964844,84.4512939453125,1.0799999237060547,1
287425.299999997,358.45001220703125,120.3736801147461,1.159999966621399,1
287458.299999997,357.96484375,142.3265380859375,1.2200000286102295,1
287475.299999997,357.6225280761719,167.2472381591797,1.209999918937683,1
287492.299999997,357.6499938964844,194.5384979248047,1.2300000190734863,1
287508.299999997,357.43951416015625,216.8129119873047,1.2999999523162842,1
287525.299999997,357.45001220703125,240.3915557861328,1.3299999237060547,1
287542.299999997,357.14385986328125,259.908203125,1.3399999141693115,1
287558.299999997,357,277.48974609375,1.3799999952316284,1
287575.299999997,357,292.76629638671875,1.3199999332427979,1
287592.299999997,358.0517272949219,299.7939453125,1.2400000095367432,1
287608.299999997,360.4115905761719,307.0712890625,1.0199999809265137,1
287625.8999999985,360.3500671386719,306.98126220703125,0.5,0
288203.59999999404,382.75,74.58125305175781,0.9599999785423279,1
288226.299999997,387.642333984375,71.87091064453125,1.0199999809265137,1
288234.299999997,392.35357666015625,68.95208740234375,0.9699999690055847,1
288243.299999997,397.3127136230469,66.39790344238281,1,1
288250.299999997,431.6972351074219,59.23126220703125,1.1299999952316284,1
288308.299999997,441.93316650390625,60.24445724487305,1.2300000190734863,1
288325.299999997,450.63653564453125,62.79592514038086,1.1200000047683716,1
288341.299999997,459.73193359375,70.2705307006836,1.2599999904632568,1
288358.299999997,465.30914306640625,75.32759094238281,1.2400000095367432,1
288375.299999997,472.0615234375,83.9337158203125,1.100000023841858,1
288391.299999997,476.4029235839844,91.670166015625,1.25,1
288408.299999997,475.8493347167969,102.09698486328125,1.100000023841858,1
288425.299999997,471.3818054199219,110.99310302734375,1.2200000286102295,1
288441.299999997,465.4653015136719,122.3729019165039,1.2300000190734863,1
288458.299999997,456.1652526855469,131.2983856201172,1.2200000286102295,1
288475.299999997,445.5751647949219,141.14427185058594,1.2300000190734863,1
288491.299999997,432.8315124511719,149.0849151611328,1.2799999713897705,1
288508.299999997,419.92510986328125,156.18862915039062,1.149999976158142,1
288525.299999997,410.4679870605469,163.0605010986328,1.309999942779541,1
288542.299999997,401.7228698730469,166.103271484375,1.2699999809265137,1
288558.299999997,395.27880859375,167.6355438232422,1.3299999237060547,1
288575.299999997,392.9913024902344,168.2855987548828,1.3299999237060547,1
288591.299999997,391.6499938964844,168.6312713623047,1.3399999141693115,1
288658.299999997,414.8102722167969,164.7256317138672,1.2899999618530273,1
288675.299999997,425.95684814453125,163.5983123779297,1.2599999904632568,1
288691.299999997,440.605712890625,163.63125610351562,1.309999942779541,1
288708.299999997,453.5297546386719,165.02598571777344,1.2699999809265137,1
288725.299999997,463.3700866699219,168.2587127685547,1.2699999809265137,1
288742.299999997,475.244140625,174.9593963623047,1.309999942779541,1
288758.299999997,482.1076354980469,183.6377410888672,1.309999942779541,1
288775.299999997,486.1491394042969,195.2159881591797,1.2799999713897705,1
288791.299999997,486.8125,204.7897186279297,1.309999942779541,1
288808.299999997,485.8363952636719,218.3735809326172,1.3899999856948853,1
288825.299999997,482.025146484375,230.72373962402344,1.3299999237060547,1
288841.299999997,473.2768249511719,240.925537109375,1.350000023841858,1
288858.299999997,463.2633972167969,252.513671875,1.3700000047683716,1
288875.299999997,447.73779296875,262.51983642578125,1.3700000047683716,1
288891.299999997,429.8848571777344,275.1097106933594,1.399999976158142,1
288908.299999997,412.126708984375,281.7373962402344,1.399999976158142,1
288925.299999997,393.44073486328125,293.19281005859375,1.350000023841858,1
288942.299999997,394.1000671386719,292.78125,0.5,0
