time,x,y,pressure,touching,latency
1948440.799999997,553.2000122070312,100.7062759399414,1.5,1,7473
1948447.3999999985,553.2000122070312,100.7062759399414,1.5999999046325684,1,7473
1948463.3999999985,550.66650390625,100.7062759399414,1.5399999618530273,1,7473
1948487.3999999985,539.9216918945312,101.5698013305664,1.6399999856948853,1,7473
1948504.3999999985,526.71044921875,102.16191864013672,1.559999942779541,1,7473
1948521.3999999985,512.2343139648438,103.0062484741211,1.5499999523162842,1,7473
1948537.3999999985,497.55914306640625,106.0348129272461,1.5999999046325684,1,7473
1948554.3999999985,482.6816101074219,110.0051498413086,1.5899999141693115,1,7473
1948570.3999999985,469.9175720214844,112.927490234375,1.5499999523162842,1,7473
1948587.3999999985,457.1415710449219,114.0557632446289,1.6200000047683716,1,7473
1948604.3999999985,445.6239929199219,114.6642837524414,1.6899999380111694,1,7473
1948620.3999999985,435.0424499511719,115.5267333984375,1.6299999952316284,1,7473
1948637.3999999985,427.3822937011719,115.7062759399414,1.7300000190734863,1,7473
1948654.3999999985,419.3422546386719,116.0212631225586,1.6699999570846558,1,7473
1948670.3999999985,414.3827819824219,116.3146743774414,1.659999966621399,1,7473
1948687.3999999985,411.0622253417969,116.4623031616211,1.649999976158142,1,7473
1948704.3999999985,407.7587585449219,116.4562759399414,1.7599999904632568,1,7473
1948721.3999999985,406.851318359375,116.4562759399414,1.7599999904632568,1,7473
1948804.3999999985,423.56329345703125,117.7619400024414,1.8199999332427979,1,7473
1948820.3999999985,435.8671875,118.0211410522461,1.659999966621399,1,7473
1948837.3999999985,452.6923522949219,118.10625457763672,1.6200000047683716,1,7473
1948854.3999999985,470.260498046875,118.15625,1.5899999141693115,1,7473
1948870.3999999985,487.9413757324219,118.15625,1.5899999141693115,1,7473
1948887.3999999985,506.86090087890625,117.9443588256836,1.5799999237060547,1,7473
1948904.3999999985,519.9444580078125,117.39214324951172,1.6899999380111694,1,7473
1948921.3999999985,535.7457885742188,116.939208984375,1.709999918937683,1,7473
1948937.3999999985,549.8058471679688,116.8037338256836,1.559999942779541,1,7473
1948954.3999999985,562.8165893554688,116.15625,1.5399999618530273,1,7473
1948970.3999999985,569.5221557617188,116.15625,1.5499999523162842,1,7473
1948987.3999999985,575.8785400390625,115.8445816040039,1.6399999856948853,1,7473
1949004.3999999985,578.8739624023438,115.80352020263672,1.6399999856948853,1,7473
1949021.3999999985,580.3794555664062,115.7062759399414,1.659999966621399,1,7473
1949037.3999999985,580.6000366210938,115.7062759399414,1.6399999856948853,1,7473
1949070.3999999985,578.314208984375,115.86572265625,1.5999999046325684,1,7473
1949087.3999999985,567.489501953125,116.6917953491211,1.5899999141693115,1,7473
1949104.3999999985,556.707275390625,117.6283950805664,1.709999918937683,1,7473
1949121.3999999985,544.1657104492188,118.67925262451172,1.5699999332427979,1,7473
1949137.3999999985,530.032470703125,119.72710418701172,1.5699999332427979,1,7473
1949154.3999999985,514.241943359375,120.5757827758789,1.5399999618530273,1,7473
1949170.3999999985,504.01055908203125,121.5942611694336,1.4800000190734863,1,7473
1949187.3999999985,489.9504089355469,124.0999526977539,1.6399999856948853,1,7473
1949204.3999999985,477.71954345703125,125.67729949951172,1.5899999141693115,1,7473
1949221.3999999985,468.3656921386719,126.32036590576172,1.559999942779541,1,7473
1949237.3999999985,459.27618408203125,126.7092056274414,1.5899999141693115,1,7473
1949254.3999999985,452.9736328125,127.0062484741211,1.6399999856948853,1,7473
1949270.3999999985,448.7290954589844,127.0062484741211,1.5799999237060547,1,7473
1949287.3999999985,444.39215087890625,127.0062484741211,1.6999999284744263,1,7473
1949304.3999999985,441.288818359375,125.98516082763672,1.559999942779541,1,7473
1949321.3999999985,439.305908203125,125.2905044555664,1.559999942779541,1,7473
1949337.3999999985,438.74444580078125,125.0062484741211,1.649999976158142,1,7473
1949354.3999999985,438.1877136230469,124.6969985961914,1.5699999332427979,1,7473
1949387.3999999985,438.466552734375,124.1198501586914,1.5399999618530273,1,7473
1949404.3999999985,439.88995361328125,122.5688247680664,1.5199999809265137,1,7473
1949421.3999999985,441.6943054199219,121.5329818725586,1.5399999618530273,1,7473
1949437.3999999985,443.71490478515625,120.6826400756836,1.5399999618530273,1,7473
1949454.3999999985,446.7094421386719,119.8838119506836,1.659999966621399,1,7473
1949471.3999999985,449.9872741699219,119.2903823852539,1.659999966621399,1,7473
1949487.3999999985,454.5517272949219,118.7397232055664,1.5199999809265137,1,7473
1949504.3999999985,457.46075439453125,118.1382827758789,1.5199999809265137,1,7473
1949521.3999999985,459.6027526855469,117.6423568725586,1.5199999809265137,1,7473
1949537.3999999985,460.5734558105469,117.3995590209961,1.5,1,7473
1949554.3999999985,461.51861572265625,116.9969482421875,1.4900000095367432,1,7473
1949571.3999999985,462.16217041015625,116.59814453125,1.5,1,7473
