time,x,y,pressure,touching,latency
2504272.1000000015,350.7155456542969,132.225830078125,1.8700000047683716,1,5445
2504289.1000000015,355.4654235839844,137.9390411376953,1.8799999952316284,1,5445
2504306.1000000015,358.7497253417969,141.87779235839844,1.8799999952316284,1,5445
2504322.1000000015,362.13018798828125,146.9178009033203,2.190000057220459,1,5445
2504339.1000000015,365.901123046875,151.4820098876953,2.2300000190734863,1,5445
2504356.1000000015,369.4580993652344,156.2154083251953,2.0399999618530273,1,5445
2504372.1000000015,372.735107421875,162.17642211914062,2.200000047683716,1,5445
2504389.1000000015,376.9267578125,171.7028350830078,1.959999918937683,1,5445
2504406.1000000015,378.9467468261719,175.5393829345703,1.9799998998641968,1,5445
2504422.1000000015,381.182373046875,178.66079711914062,2.119999885559082,1,5445
2504439.1000000015,383.8324890136719,180.96963500976562,2.549999952316284,1,5445
2504456.1000000015,387.33819580078125,184.80479431152344,2.369999885559082,1,5445
2504473.1000000015,390.1139831542969,187.82510375976562,2.379999876022339,1,5445
2504489.1000000015,393.7250671386719,192.10240173339844,2.059999942779541,1,5445
2504506.1000000015,396.355224609375,195.52989196777344,2.0899999141693115,1,5445
2504522.1000000015,398.3046569824219,197.563720703125,2.109999895095825,1,5445
2504539.1000000015,400.7729187011719,199.8203125,2.2300000190734863,1,5445
2504556.1000000015,403.405517578125,202.0966339111328,2.690000057220459,1,5445
2504572.1000000015,405.8053894042969,204.71621704101562,2.5,1,5445
2504589.1000000015,407.84161376953125,207.0044403076172,2.569999933242798,1,5445
2504606.1000000015,409.3847351074219,208.79580688476562,2.549999952316284,1,5445
2504622.1000000015,412.277587890625,212.553955078125,2.2200000286102295,1,5445
2504639.1000000015,414.0458679199219,214.9763641357422,2.25,1,5445
2504656.1000000015,415.269287109375,216.68521118164062,2.259999990463257,1,5445
2504672.1000000015,416.11724853515625,217.880859375,2.2799999713897705,1,5445
2504689.1000000015,417.3370056152344,220.02529907226562,2.4800000190734863,1,5445
2504706.1000000015,418.4775085449219,222.3639678955078,2.490000009536743,1,5445
2504722.1000000015,419.889892578125,224.7676239013672,2.6599998474121094,1,5445
2504739.1000000015,421.1359558105469,226.6616668701172,2.7100000381469727,1,5445
2504756.1000000015,422.02276611328125,228.03916931152344,2.75,1,5445
2504772.1000000015,422.765869140625,229.030029296875,2.7300000190734863,1,5445
2504789.1000000015,423.3648376464844,229.9785614013672,2.7100000381469727,1,5445
2504806.1000000015,424.4382019042969,232.08799743652344,2.919999837875366,1,5445
2504823.1000000015,425.58111572265625,234.47471618652344,2.9700000286102295,1,5445
2504839.1000000015,427.18096923828125,238.6305694580078,2.75,1,5445
2504856.1000000015,428.4839782714844,241.2664031982422,2.7799999713897705,1,5445
2504872.1000000015,430.8769226074219,244.34703063964844,1.2699999809265137,1,5445
2504889.1000000015,432.0258483886719,245.42739868164062,2.879999876022339,1,5445
2504906.1000000015,433.953857421875,246.7890167236328,2.93999981880188,1,5445
2504923.1000000015,436.2614440917969,247.9341278076172,2.740000009536743,1,5445
2504939.1000000015,438.7812194824219,249.2522430419922,2.7699999809265137,1,5445
2504956.1000000015,440.6343688964844,250.5234375,2.759999990463257,1,5445
2504973.1000000015,442.02764892578125,251.17100524902344,2.5899999141693115,1,5445
2504989.1000000015,443.4253845214844,251.9189453125,2.4099998474121094,1,5445
2505006.1000000015,445.00299072265625,252.83970642089844,2.2699999809265137,1,5445
2505023.1000000015,446.3887634277344,253.83311462402344,2.0999999046325684,1,5445
2505039.8000000007,446.8000183105469,254.1062469482422,1.6799999475479126,1,5445
2505048.0,446.8000183105469,254.1062469482422,0.5,0,5445
2505667.5,271.3000183105469,250.15625,1.9199999570846558,1,5445
2505674.1000000015,271.3000183105469,250.15625,1.8799999952316284,1,5445
2505772.1000000015,278.636474609375,252.10289001464844,1.2699999809265137,1,5445
2505789.1000000015,286.8648986816406,252.05625915527344,1.5199999809265137,1,5445
2505806.1000000015,294.4007873535156,252.474365234375,2.609999895095825,1,5445
2505822.1000000015,302.17657470703125,252.9562530517578,1.0,1,5445
2505839.1000000015,310.317138671875,252.9562530517578,1.6799999475479126,1,5445
2505856.1000000015,319.1726989746094,254.11441040039062,2.759999990463257,1,5445
2505872.1000000015,326.6835632324219,253.4064483642578,1.0499999523162842,1,5445
2505889.1000000015,334.9093933105469,253.2062530517578,1.309999942779541,1,5445
2505906.1000000015,343.4430847167969,253.9562530517578,1.5,1,5445
2505922.1000000015,349.4360046386719,250.81748962402344,1.2400000095367432,1,5445
2505939.1000000015,355.91583251953125,249.27037048339844,1.4299999475479126,1,5445
2505956.1000000015,362.2309265136719,250.10752868652344,2.7200000286102295,1,5445
2505972.1000000015,367.35284423828125,249.631591796875,1.409999966621399,1,5445
2505989.1000000015,372.04180908203125,248.05625915527344,2.9600000381469727,1,5445
2506006.1000000015,377.66998291015625,248.1547393798828,1.25,1,5445
2506022.1000000015,383.23907470703125,249.05581665039062,2.7699999809265137,1,5445
2506039.1000000015,386.4594421386719,247.183349609375,1.4399999380111694,1,5445
2506056.1000000015,390.7001953125,245.73667907714844,1.209999918937683,1,5445
2506072.1000000015,395.3041687011719,245.30625915527344,2.5,1,5445
2506089.1000000015,400.1011657714844,245.6108856201172,2.7200000286102295,1,5445
2506106.1000000015,403.9057312011719,243.6679229736328,2.759999990463257,1,5445
2506122.1000000015,407.04229736328125,241.77001953125,1.3600000143051147,1,5445
2506139.1000000015,410.4922790527344,239.2048797607422,3.049999952316284,1,5445
2506156.1000000015,415.5766296386719,241.29360961914062,1.6699999570846558,1,5445
2506172.1000000015,418.927490234375,239.5176239013672,1.3199999332427979,1,5445
2506189.1000000015,422.1178894042969,237.1611785888672,1.659999966621399,1,5445
2506206.1000000015,424.7279968261719,234.318115234375,1.4800000190734863,1,5445
2506222.1000000015,427.42535400390625,233.21304321289062,2.8299999237060547,1,5445
2506239.1000000015,430.0573425292969,232.6348114013672,2.819999933242798,1,5445
2506256.1000000015,432.55474853515625,231.5337371826172,1.1999999284744263,1,5445
2506272.1000000015,434.5229187011719,230.3307647705078,2.7300000190734863,1,5445
2506289.1000000015,437.73291015625,230.30625915527344,1.5499999523162842,1,5445
2506306.1000000015,440.3531188964844,230.30625915527344,2.669999837875366,1,5445
2506322.1000000015,442.7297058105469,229.6354522705078,2.679999828338623,1,5445
2506339.1000000015,445.93145751953125,228.99034118652344,2.7699999809265137,1,5445
2506356.1000000015,448.9884948730469,227.29751586914062,1.0699999332427979,1,5445
2506372.1000000015,452.28326416015625,225.6681671142578,1.3600000143051147,1,5445
2506389.1000000015,456.499755859375,226.134765625,2.0999999046325684,1,5445
2506406.200000003,458.0500183105469,226.40625,1.809999942779541,1,5445
2506414.6000000015,458.0500183105469,226.40625,0.5,0,5445
