time,x,y,pressure,tiltX,tiltY,touching,latency
25517.80000000447,393.6499938964844,81.8062515258789,1.350000023841858,0,0,1,1571
25524.70000000298,393.6499938964844,81.8062515258789,1.7599999904632568,0,0,1,1571
25631.70000000298,391.719482421875,91.83708953857422,1.71999990940094,0,0,1,1571
25640.70000000298,385.6857604980469,102.65022277832031,1.4900000095367432,0,0,1,1571
25656.70000000298,380.03814697265625,115.57893371582031,2.0999999046325684,0,0,1,1571
25681.70000000298,375.3366394042969,133.1957550048828,1.809999942779541,0,0,1,1571
25697.70000000298,371.4792175292969,150.1344757080078,1.96999990940094,0,0,1,1571
25714.70000000298,366.41680908203125,169.722412109375,2.2200000286102295,0,0,1,1571
25731.70000000298,359.7231140136719,191.3771209716797,2.049999952316284,0,0,1,1571
25747.70000000298,355.8593444824219,212.14028930664062,2.1599998474121094,0,0,1,1571
25764.70000000298,353.3354187011719,227.9025421142578,2.1399998664855957,0,0,1,1571
25781.70000000298,350.7920837402344,245.0115203857422,2.190000057220459,0,0,1,1571
25797.70000000298,346.177490234375,260.64599609375,2.1499998569488525,0,0,1,1571
25814.70000000298,341.66778564453125,273.26318359375,2.25,0,0,1,1571
25831.70000000298,339.1495666503906,281.941162109375,2.0799999237060547,0,0,1,1571
25847.70000000298,338.1828308105469,290.0455017089844,2.2100000381469727,0,0,1,1571
25864.70000000298,337.38555908203125,296.99609375,2.0799999237060547,0,0,1,1571
25881.70000000298,337.147705078125,300.3749084472656,2.009999990463257,0,0,1,1571
25898.60000000149,337.1499938964844,301.2562561035156,1.6899999380111694,0,0,1,1571
25906.90000000596,337.1499938964844,301.2562561035156,0.5,0,0,0,1571
26401.5,404.5500183105469,78.90625,1.149999976158142,0,0,1,1571
26407.70000000298,404.5500183105469,78.90625,1.5999999046325684,0,0,1,1571
26440.70000000298,404.3500671386719,78.65625,1.71999990940094,0,0,1,1571
26448.70000000298,405.38623046875,92.5749282836914,1.6100000143051147,0,0,1,1571
26506.70000000298,407.362060546875,101.70991516113281,1.909999966621399,0,0,1,1571
26531.70000000298,409.7555847167969,114.7432632446289,1.8700000047683716,0,0,1,1571
26547.70000000298,413.4214782714844,128.0904998779297,2.2300000190734863,0,0,1,1571
26564.70000000298,420.6860046386719,147.3126678466797,2.0399999618530273,0,0,1,1571
26581.70000000298,425.0204772949219,164.577880859375,2.0399999618530273,0,0,1,1571
26597.70000000298,428.3789978027344,182.6755828857422,2.0,0,0,1,1571
26614.70000000298,434.7287292480469,201.00650024414062,2.359999895095825,0,0,1,1571
26631.70000000298,441.32061767578125,219.76513671875,2.2799999713897705,0,0,1,1571
26647.70000000298,445.2638854980469,235.0146484375,2.129999876022339,0,0,1,1571
26664.70000000298,448.5915222167969,250.62852478027344,2.2200000286102295,0,0,1,1571
26681.70000000298,452.5458679199219,263.9463806152344,2.3299999237060547,0,0,1,1571
26697.70000000298,457.06597900390625,275.8248596191406,1.909999966621399,0,0,1,1571
26714.70000000298,459.2367858886719,281.0462341308594,2.1399998664855957,0,0,1,1571
26731.70000000298,460.8442077636719,285.11376953125,2.0399999618530273,0,0,1,1571
26748.5,461.3999938964844,286.35626220703125,1.3399999141693115,0,0,1,1571
26756.80000000447,461.3999938964844,286.35626220703125,0.5,0,0,0,1571
27393.0,371.6499938964844,204.2062530517578,1.6100000143051147,0,0,1,1571
27399.70000000298,371.6499938964844,204.2062530517578,1.7300000190734863,0,0,1,1571
27514.70000000298,379.221923828125,202.87608337402344,1.8199999332427979,0,0,1,1571
27530.70000000298,385.177001953125,202.7062530517578,2.009999990463257,0,0,1,1571
27547.70000000298,398.2226257324219,202.7062530517578,1.7999999523162842,0,0,1,1571
27564.70000000298,408.8861999511719,202.55625915527344,2.0299999713897705,0,0,1,1571
27580.70000000298,421.5307312011719,202.55625915527344,2.0,0,0,1,1571
27597.70000000298,436.7922058105469,202.610595703125,1.909999966621399,0,0,1,1571
27614.70000000298,449.69512939453125,203.2526397705078,2.1499998569488525,0,0,1,1571
27630.70000000298,460.85797119140625,204.9123992919922,2.109999895095825,0,0,1,1571
27647.70000000298,472.7480163574219,204.65625,2.0399999618530273,0,0,1,1571
27664.70000000298,479.7038269042969,205.0919952392578,2.2200000286102295,0,0,1,1571
27681.5,483.6000671386719,205.2062530517578,1.96999990940094,0,0,1,1571
27689.90000000596,483.6000671386719,205.2062530517578,0.5,0,0,0,1571
